dates,Title,File,Political Influence,Scientific Data Mentioned,Statistical Data Mentioned,Source Mentioned,Authenticity,Stance Detection,Location,Focus,Target,Authority Involvement
03 November 2020 02:56,"রবীন্দ্র সরোবরে ছটপুজো হবে কি না, জানা যাবে ১৬ নভেম্বর",ID-2007.txt,No,No,No,No,Real,Positive,India,Environmental Pollution,N/A,Legal/Court
25 October 2020 11:47,"‘বন্ধুর সম্পর্কে এমন মন্তব্য অনুচিত’, ট্রাম্পকে তোপ বাইডেনের",ID-2020.txt,Yes,No,No,No,Real,Neutral,USA,Environmental Pollution,Dishonest people,Government
20 October 2020 23:59,পরিবেশ বাঁচাতে ভোর থেকেই এ কাজ করছেন ৯১ বছরের বৃদ্ধ!,ID-2023.txt,No,No,No,No,Real,Positive,Bangladesh,Environmental Protection,N/A,N/A
09 March 2020 06:07,"প্রশাসক বদল, ধুঁকছে প্লাস্টিক ধরার অভিযান",ID-2048.txt,Yes,No,No,No,Real,Positive,India,Plastic Pollution,Government,Environmental/Forestry Authority
18 March 2023 04:23,"অস্ট্রেলিয়ার নদীতে লাখ লাখ মরা মাছ, নদীর প্রবাহ বন্ধ",ID-205.txt,No,No,No,No,Maybe Real,Neutral,Australia,Global Warming,N/A,N/A
09 March 2020 04:24,প্লাস্টিক-মুক্ত গ্রাম গড়ে রোগ কমাচ্ছেন প্রভাতী,ID-2050.txt,No,No,No,No,Real,Positive,India,Plastic Pollution,N/A,General people
06 March 2020 01:19,দেগঙ্গায় মশা ঠেকাতে প্লাস্টিকের বিনিময়ে ত্রিপল,ID-2053.txt,No,No,No,No,Real,Positive,India,Plastic Pollution,N/A,Environmental/Forestry Authority
03 March 2020 01:45,ফেলে দেওয়া প্লাস্টিক দিয়ে তৈরি হল রাস্তা,ID-2056.txt,Yes,Yes,No,No,Real,Positive,India,Plastic Pollution,Government,Other Authority
12 September 2022 07:47,নদীদূষণ: শিল্পায়নের মূল্য দিচ্ছেন গাজীপুরবাসী,ID-206.txt,Yes,No,No,No,Real,Positive,Bangladesh,Water Pollution,Industries,Governent
27 February 2020 05:36,"অপছন্দ, তবু প্লাস্টিক বস্তাই ভরসা কেন্দ্রের",ID-2061.txt,No,No,No,No,Real,Neutral,India,Plastic Pollution,Industries,N/A
26 February 2020 02:01,প্লাস্টিক-বর্জ্য পোড়ানোর দূষণকে গুরুত্ব খসড়ায়,ID-2062.txt,No,Yes,Yes,Yes,Real,Positive,India,Plastic Pollution,Industries,Government
19 February 2020 02:42,"প্লাস্টিকের বোতল ঠেকাতে ক্রাশার রবীন্দ্র সরোবরে, বিতর্ক",ID-2067.txt,No,No,No,No,Real,Positive,India,Plastic Pollution,Government,Legal/Court
02 January 2024 08:22,সাঙ্গু নদীতে অবৈধভাবে বালু উত্তোলনের মহোৎসব,ID-207.txt,Yes,No,No,No,Maybe Real,Positive,Bangladesh,Soil Pollution,Dishonest people,Governent
15 February 2020 04:43,"নিকাশি বেহাল, প্লাস্টিকে মুখ ঢেকেছে কোন্নগর",ID-2073.txt,No,No,No,No,Real,Positive,India,Plastic Pollution,Government,General people
12 February 2020 05:01,বইমেলার মাঠ সাফাইয়ে উদ্ধার অসংখ্য প্লাস্টিক,ID-2077.txt,No,No,No,No,Real,Positive,Bangladesh,Plastic Pollution,All,Other Authority
22 September 2019 10:28,বিশ্ব নদী দিবস আজ,ID-208.txt,No,No,No,No,Maybe Real,Neutral,Bangladesh,Water Pollution,General People,Governent
08 February 2020 02:07,"প্লাস্টিক জমা দিলেই মিলবে কফি-শিঙাড়া, কাপড়ের ব্যাগ",ID-2082.txt,No,No,No,No,Real,Positive,Bangladesh,Plastic Pollution,All,Other Authority
29 January 2020 02:20,বইমেলায় প্লাস্টিক বন্ধে চিঠি পর্ষদকে,ID-2089.txt,No,No,Yes,No,Real,Positive,Bangladesh,Climate Change,Government,Legal/Court
30 May 2019 05:44,অ্যান্টিবায়োটিক গিলে খাচ্ছে বিশ্বের নদীগুলোকে,ID-209.txt,No,Yes,Yes,Yes,Maybe Real,Positive,Bangladesh,Water Pollution,Industries,Scientists
28 January 2020 17:42,বর্তমান পরিস্থিতিতে দাঁড়িয়ে প্লাস্টিক ব্যবহারের সঠিক পদ্ধতিগুলি কী?,ID-2090.txt,No,No,Yes,No,Real,Positive,India,Plastic Pollution,Government,Legal/Court
24 January 2020 01:02,প্লাস্টিক ক্যারিব্যাগ কারখানা ‘সিল’,ID-2094.txt,No,No,Yes,No,Real,Positive,India,Plastic Pollution,Industries,Legal/Court
20 January 2020 02:10,"প্লাস্টিক দিলে দ্বিগুণ চাল, উদ্যোগী পঞ্চায়েত",ID-2099.txt,No,No,No,No,Real,Positive,India,Plastic Pollution,N/A,Crime/Police
15 November 2021 03:54,দিল্লিতে দূষণ: 'বাড়ি থেকে কাজ' করার নির্দেশ দিয়েছে ভারতের উচ্চ আদালত,ID-21.txt,No,No,Yes,No,Real,Neutral,Bangladesh,Air Pollution,N/A,N/A
13 July 2023 02:12,দক্ষিণ এশিয়ার সর্ববৃহৎ' পয়ঃশোধনাগারের উদ্বোধন করলেন প্রধানমন্ত্রী,ID-210.txt,Yes,No,Yes,Yes,Real,Positive,Bangladesh,Water Pollution,N/A,Governent
15 January 2020 00:20,প্লাস্টিক সমস্যার সমাধান,ID-2103.txt,No,No,No,No,Real,Positive,India,Plastic Pollution,General People,Scientists & Researcher
13 January 2020 04:44,"প্রচার চলছে, কিন্তু এখনও সচেতন নন অনেকেই",ID-2105.txt,No,No,No,No,Real,Positive,India,Environmental Protection,General People,N/A
06 January 2020 22:52,প্লাস্টিক ব্যাগের বিকল্প কী?,ID-2107.txt,No,No,No,No,Real,Positive,Bangladesh,Plastic Pollution,General People,Legal/Court
06 January 2020 02:49,জাহাজ থেকে ফেলা বর্জ্যে গঙ্গার পাড় যেন আঁস্তাকুড়,ID-2108.txt,No,No,Yes,Yes,Real,Positive,India,Water Pollution,Authority,General people
04 January 2020 11:00,সাগরমেলায় জলে প্লাস্টিক আটকাতে শক্ত জাল,ID-2111.txt,No,No,No,No,Real,Positive,Bangladesh,Plastic Pollution,General People,Government
03 January 2020 04:21,প্লাস্টিক দেখে সাত দোকানে জরিমানা,ID-2112.txt,No,No,No,No,Real,Positive,India,Plastic Pollution,General People,Crime/Police
03 January 2020 02:00,"নিষেধাজ্ঞাই সার, পিকনিকে রমরমা থার্মোকল, প্লাস্টিকের",ID-2114.txt,No,No,No,No,Real,Positive,India,Plastic Pollution,Government,Legal/Court
02 January 2020 04:38,"প্লাস্টিক ছেড়ে কাপড়, শুরুতেই সাড়া",ID-2115.txt,No,No,No,No,Real,Positive,India,Plastic Pollution,N/A,Other Authority
02 January 2020 04:14,"উড়ল প্লাস্টিক, দাপট দেখাল ডিজে",ID-2116.txt,No,No,No,No,Real,Positive,India,Plastic Pollution,Dishonest people,General people
02 January 2020 01:53,"নিষেধে কাজ ব্যারাজে, দেউল পার্কে ‘বেনিয়ম’",ID-2117.txt,No,No,No,No,Real,Neutral,Bangladesh,Environmental Pollution,General People,Other Authority
01 January 2020 04:52,আজ থেকে প্লাস্টিক দেখলেই জরিমানা,ID-2118.txt,No,No,No,No,Real,Positive,India,Plastic Pollution,General People,Legal/Court
04 March 2023 09:46,সুন্দরবনের প্রাণবৈচিত্র্য কি হুমকির মুখে?,ID-212.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Wildlife,Authority,Environmental/Forestry Authority
30 December 2019 04:40,গঙ্গাসাগরে প্লাস্টিক-মুক্তিতে ভরসা বন্দিদের চটের ব্যাগ,ID-2121.txt,No,No,Yes,Yes,Real,Positive,India,Environmental Protection,General People,Government
30 December 2019 00:56,ব্যবহৃত প্লাস্টিক থেকে ইট,ID-2123.txt,No,No,No,No,Real,Positive,India,Environmental Protection,N/A,Other Authority
24 November 2023 10:09,বায়ুদূষণের শীর্ষ শহর ঢাকা,ID-213.txt,No,Yes,Yes,Yes,Real,Neutral,Bangladesh,Air Pollution,N/A,N/A
20 December 2019 02:57,প্লাস্টিক জমা নিয়ে ‘উপহার’ পেঁয়াজ,ID-2130.txt,No,No,No,No,Real,Positive,India,Plastic Pollution,General People,Environmental/Forestry Authority
12 December 2019 03:44,"ফেলো প্লাস্টিকের বোতল, মাখো তেল",ID-2138.txt,Yes,No,No,No,Real,Positive,Bangladesh,Plastic Pollution,General People,Other Authority
11 December 2019 04:45,প্লাস্টিক-জঞ্জালে মুখ ঢেকেছে সাজানো পার্ক,ID-2139.txt,Yes,No,No,No,Real,Positive,India,Plastic Pollution,General People,Other Authority
06 December 2019 00:44,গঙ্গামুখী নর্দমার জল শুদ্ধ করতে ভরসা ব্যাকটেরিয়ায়,ID-2143.txt,No,No,No,No,Real,Positive,India,Water Resource Pollution,General People,Scientists & Researcher
24 October 2020 03:27,মন্ত্রী: ডলফিন সংরক্ষণে সফলতার সাথে কাজ করছে সরকার,ID-215.txt,No,No,No,No,Real,Positive,Bangladesh,Wildlife,N/A,Governent
27 November 2019 13:48,মৃত হরিণের পেট থেকে কী কী বেরিয়ে এল দেখুন!,ID-2150.txt,No,No,No,No,Real,Neutral,Others,Plastic Pollution,N/A,N/A
22 November 2019 01:10,প্লাস্টিক বন্ধে বাজারে পুর অভিযান,ID-2155.txt,No,No,No,No,Real,Positive,Bangladesh,Plastic Pollution,Government,Legal/Court
17 November 2019 02:12,ছটের পরে উদ্ধার প্রচুর প্লাস্টিক,ID-2166.txt,No,No,No,No,Real,Positive,India,Plastic Pollution,General People,Environmental/Forestry Authority
05 April 2023 06:10,মন্ত্রী: হালদা নদীর জীববৈচিত্র্য রক্ষায় বিশেষ কর্মসূচি নিয়েছে সরকার,ID-217.txt,Yes,No,No,No,Real,Positive,Bangladesh,Wildlife,N/A,Governent
15 November 2019 00:33,প্লাস্টিক রুখতে রসগোল্লা বিলি,ID-2171.txt,No,No,No,No,Real,Positive,Bangladesh,Plastic Pollution,General People,Other Authority
04 June 2023 08:25,সুন্দরবন উপকূলে সিঙ্গেল ইউজ প্লাস্টিক নিষিদ্ধের দাবি,ID-218.txt,No,No,Yes,No,Real,Positive,Bangladesh,Plastic Pollution,General People,NGO
05 November 2019 02:22,জঞ্জাল সাফের দুই ছবি পুজোর দুই সরোবরে,ID-2188.txt,No,Yes,No,No,Real,Positive,India,Water Pollution,General People,Government
18 September 2019 08:51,"শীতলক্ষ্যার তীরে ৩৩টি অবৈধ স্থাপনা উচ্ছেদ, জরিমানা",ID-219.txt,Yes,No,No,No,Real,Positive,Bangladesh,Heavy Metal,Industries,Legal/Court
24 March 2022 08:40,প্রথমবারের মতো মানুষের রক্তে মাইক্রোপ্লাস্টিক দূষণ শনাক্ত,ID-22.txt,No,Yes,Yes,Yes,Real,Positive,Global,Plastic Pollution,Industries,N/A
05 December 2019 05:07,মাগুরায় নদী দখল করে একগ্রামেই ৩০ ইটভাটা!,ID-220.txt,Yes,No,No,No,Maybe Real,Negative,Bangladesh,Environmental Pollution,Dishonest people,Legal/Court
02 November 2019 01:39,উপনির্বাচনের প্রচারে বাদই থাক প্লাস্টিক ফ্লেক্স-ব্যানার,ID-2203.txt,Yes,No,No,No,Maybe Real,Positive,India,Plastic Pollution,Dishonest people,N/A
28 May 2019 08:51,নদী রক্ষায় অবদানের জন্য দেয়া হবে 'বঙ্গবন্ধু নদী পদক',ID-221.txt,Yes,No,No,No,Real,Positive,Bangladesh,Water Pollution,All,Governent
29 October 2019 02:38,আচমকা হানায় পাকড়াও প্লাস্টিক,ID-2212.txt,Yes,No,No,No,Real,Positive,India,Plastic Pollution,Dishonest people,Crime/Police
